word,kelime
countries,ülkeler
vic,kurban
yell,bağırmak
rats,sıçanlar
wondered,merak ettim
smooth,düz
resist,direnmek
companies,şirketler
fantasy,fantezi
passport,pasaport
pitch,saha
hammer,çekiç
homicide,cinayet
casey,Casey
holds,tutar
flew,uçtu
jacob,Yakup
noon,öğlen
helicopter,helikopter
dishes,bulaşıklar
spin,döndürmek
charm,cazibe
slap,tokat
apply,uygula
fools,aptallar
screeching,cırtlak
discover,keşfetmek
previous,öncesi
kit,kiti
authorities,yetkililer
moaning,inilti
photograph,fotoğraf
sales,satış
fifty,elli
mickey,mickey
beneath,altında
farewell,veda
clouds,bulutlar
slipped,kaymış
represent,temsil etmek
deaf,sağır
facing,karşı karşıya
offense,suç
citizen,vatandaş
clown,palyaço
snap,patlatmak
messing,karışıklık
hood,kapüşon
twelve,on iki
interests,ilgi alanları
cheated,aldatıldı
liz,liz
informed,bilgilendirilmiş
humanity,insanlık
producer,yapımcı
technically,teknik olarak
accounts,hesaplar
extreme,aşırı
gettin,almak
cia,CIA
ii,ii
pays,öder
profile,profil
oxygen,oksijen
jeez,Tanrım
gene,gen
shed,baraka
minor,küçük
ex,eski
theatre,tiyatro
scientific,ilmi
lovers,aşıklar
chaos,kaos
l.a.,l.a.
rocket,roket
math,matematik
stubborn,inatçı
august,Ağustos
oi,ah
chips,cips
intense,yoğun
grey,gri
talkin,konuşuyor
terrorist,terörist
angle,açı
invitation,davet
gus,gus
gambling,kumar
respond,yanıtlamak
thirty,otuz
procedure,prosedür
absolute,mutlak
investigate,araştırmak
tragedy,trajedi
stable,stabil
session,oturum
capture,esir almak
marrying,evlenmek
ripped,yırtık
attacks,saldırılar
stretch,uzatmak
bush,çalı
dates,tarihler
unable,aciz
gates,kapılar
mars,Mars
artists,sanatçılar
increase,arttırmak
tastes,zevkler
cared,önemsendi
bottles,şişeler
highest,en yüksek
whirring,pırpır eden
meanwhile,Bu sırada
nate,Nate
grabbed,yakalandı
pigs,domuzlar
chop,kesmek
olivia,olivia
wheels,tekerlekler
shocked,şok
reverend,rahip
commercial,reklam
escort,eskort
engagement,nişanlanmak
corpse,ceset
louise,Louise
worthy,saygıdeğer
scale,ölçek
beats,atım
williams,Williams
threatening,tehdit edici
exists,var
academy,akademi
acts,eylemler
hop,atlama
judges,hakimler
furniture,mobilya
shared,Paylaşıldı
ralph,Ralph
consequences,sonuçlar
engineer,mühendis
schools,okullar
softly,usulca
bombs,bombalar
caroline,Caroline
shark,köpek balığı
transport,ulaşım
population,nüfus
succeed,başarmak
creepy,ürpertici
sneak,gizlice
studies,çalışmalar
destruction,yıkım
keith,keith
protected,korumalı
monsters,canavarlar
joining,katılmak
punished,cezalandırıldı
lightning,yıldırım
malcolm,malcolm
shell,kabuk
fascinating,büyüleyici
chamber,odacık
ethan,ethan
romance,romantik
instance,misal
jumping,atlama
groups,gruplar
exhausted,yorgun
testify,tanıklık etmek
studied,okudu
walker,yürüteç
pin,pin
imagined,hayal edildi
drill,delmek
investigating,araştırmak
ye,sen
experienced,deneyimli
elena,elena
necklace,kolye
loyalty,bağlılık
junk,hurda
cole,kola
cries,ağlıyor
stanley,Stanley
rita,Rita
southern,güney
blocks,bloklar
emotions,duygular
begun,başladı
maya,Maya
liver,karaciğer
serving,hizmet
matches,maçlar
surgeon,cerrah
granted,imtiyazlı
jazz,caz
july,temmuz
supplies,tedarik
deeper,Daha derine
typical,tipik
kicking,tekme
obey,itaat etmek
dancer,dansçı
remote,uzak
daughters,kızları
moron,moron
latin,Latince
teachers,öğretmenler
toby,toby
sandy,kumlu
dragged,sürüklendi
strategy,strateji
parent,ebeveyn
jin,Jin
album,albüm
compared,karşılaştırıldı
rubbish,zırva
helpful,yardımsever
powder,toz
sync,senkronizasyon
bum,serseri
passes,geçer
joan,joan
fort,kale
choices,seçimler
alley,sokak
supper,akşam yemeği
penis,penis
alibi,mazeret
sammy,sammi
pole,kutup
coke,kok
scientist,bilim adamı
fighter,savaşçı
highway,otoyol
blade,bıçak
alpha,alfa
diet,diyet
liquor,içki
jet,jet
widow,dul
liberty,özgürlük
philip,Philip
moral,ahlaki
carrie,taşıma
award,ödül
grief,yas
thirsty,susuz
ashley,ashley
random,rastgele
suspects,şüpheliler
intention,niyet
julian,Julian
active,aktif
tools,aletler
driven,tahrikli
trauma,travma
headache,baş ağrısı
safely,güvenli bir şekilde
alexander,İskender
knee,diz
lads,beyler
novel,roman
conversations,konuşmalar
waters,sular
lookin,arama konumu
invisible,görünmez
internal,dahili
peaceful,barışçıl
humming,uğultu
washed,yıkanmış
drives,sürücüler
talented,yetenekli
li,li
aid,yardım
elephant,fil
troubles,sorunlar
core,çekirdek
serial,seri
s-,S-
painted,boyalı
the,the
divine,ilahi
jam,reçel
goat,keçi
opera,opera
thieves,hırsızlar
guessing,tahmin etmek
objection,itiraz
whiskey,viski
florida,Florida
resistance,rezistans
dressing,soyunma
attached,ekli
aaron,Aaron
brief,kısa bilgi
punish,cezalandırmak
eternal,sonsuz
lois,lois
and,Ve
required,gerekli
victoria,Victoria
fabulous,efsanevi
twins,ikizler
characters,karakterler
cooked,pişmiş
ln,içinde
ruth,Ruth
dreamed,rüya gördüm
arts,sanat
naughty,yaramaz
stabbed,bıçaklandı
tend,eğilimli olma
diane,diane
tap,musluk
soap,sabun
locker,soyunma
development,gelişim
images,görseller
prick,dikmek
global,küresel
string,sicim
bitter,acı
sharing,paylaşım
corn,Mısır
craig,Craig
fits,uyuyor
tent,çadır
forms,formlar
votes,oylar
harold,harold
propose,önermek
monica,Monica
constantly,sürekli
granny,büyükanne
nicely,güzelce
nerves,sinirler
arguing,tartışmak
abuse,suistimal etmek
relatives,akrabalar
survival,hayatta kalma
gloves,eldivenler
tracking,izleme
zoe,Zoe
u,sen
bend,bükülmek
review,gözden geçirmek
connect,bağlamak
separated,ayrılmış
elder,yaşlı
beard,sakal
admiral,amiral
diana,Diana
salary,maaş
areas,alanlar
disturb,rahatsız etmek
pro,profesyonel
maintain,sürdürmek
solved,çözüldü
wealth,varlık
bitches,sürtükler
possession,mülk
sang,şarkı söyledi
gimme,ver bana
plates,plakalar
shoulders,omuzlar
burnt,yanmış
recorded,kaydedildi
upper,üst
counts,sayar
tale,masal
profit,kâr
colleague,iş arkadaşı
warehouse,depo
hostage,rehin
shore,sahil
porn,porno
miami,miami
fifteen,on beş
visitors,ziyaretçiler
bo,Bö
net,açık
insult,hakaret
owen,Owen
cities,şehirler
causing,sebep olmak
lemon,limon
heal,iyileştirmek
banging,beceriyor
honeymoon,balayı
appeal,çekici
marshall,mareşal
critical,kritik
creating,yaratmak
scotland,İskoçya
crane,vinç
enormous,kocaman
testimony,tanıklık
praise,övmek
fights,kavgalar
indians,Kızılderililer
commission,komisyon
growls,hırıltılar
nicole,Nicole
sins,günahlar
fraud,sahtekar
branch,dal
happily,mutlu bir şekilde
bout,maç
covering,kapsayan
occurred,olmuş
beans,fasulye
raw,çiğ
muscle,kas
pages,sayfalar
tense,gergin
relationships,ilişkiler
management,yönetmek
assignment,atama
blonde,sarışın
catching,yakalamak
exposed,maruz 
canada,Kanada
dont,yapma
han,han
von,von
comedy,komedi
marco,Marco
stroke,felç
whistling,ıslık çalmak
buildings,binalar
shaking,titriyor
p.m.,öğleden sonra.
facility,tesis
appropriate,uygun
remarkable,dikkat çekici
transferred,transfer edildi
drawn,çizilmiş
tits,memeler
clicking,tıklamak
symbol,sembol
motor,motor
employees,çalışanlar
ambassador,büyükelçi
mothers,anneler
pile,yığın
feeding,besleme
soda,soda
checks,çekler
bears,ayılar
cookies,Çerezler
slut,sürtük
awfully,çok
stepped,adım attı
toys,oyuncaklar
levels,seviyeler
differently,farklı
magnificent,muhteşem
steak,biftek
tube,tüp
leaders,liderler
superior,üst
herr,bayım
pan,tava
expression,ifade
currently,şu anda
throne,taht
deadly,ölümcül
bee,arı
tooth,diş
depressed,depresif
potatoes,patates
wicked,kötü
resources,kaynaklar
native,yerli
centuries,yüzyıllar
karl,Karl
poetry,şiir
multiple,çoklu
cable,kablo
shortly,kısaca
buzz,vızıltı
socks,çorap
fingerprints,parmak izleri
goddess,tanrıça
chin,çene
anxious,endişeli
september,eylül
colors,renkler
basketball,basketbol
promises,vaatler
explained,açıkladı
appearance,dış görünüş
musical,müzikal
sends,gönderir
slide,slayt
aii,aii
shawn,Shawn
ultimate,nihai
pork,domuz eti
communication,iletişim
payment,ödeme
structure,yapı
paperwork,evrak işi
obsessed,takıntılı
lazy,tembel
russians,Ruslar
actors,aktörler
squeeze,sıkmak
magical,büyülü
colleagues,iş arkadaşları
admire,beğenmek
madness,delilik
roads,yollar
entry,giriş
injury,incinme
burden,yük
racing,yarışma
manner,biçim
freezing,donmak
bits,bitler
norman,Norman
mount,montaj
battery,pil
dessert,tatlı
pound,pound
visited,ziyaret edildi
motel,motel
rumbling,guruldama
cinema,sinema
fond,düşkün
halfway,yarı yolda
rifle,tüfek
reception,resepsiyon
statue,heykel
fridge,buzdolabı
brick,tuğla
abandon,terk etmek
lap,kucak
natalie,natalie
wars,savaşlar
recommend,tavsiye etmek
brush,fırçalamak
nelson,Nelson
pill,hap
concept,kavram
w,w
delay,gecikme
quarters,çeyrekler
korea,Kore
janet,janet
rub,ovmak
mall,alışveriş merkezi
soil,toprak
complaint,şikayet
sail,denize açılmak
baker,fırıncı
coughs,öksürük
bucket,kova
description,Tanım
badge,rozet
measure,ölçüm
hip,belki
function,işlev
indistinctly,belli belirsiz
harris,harris
foundation,temel
labor,iş gücü
willie,Willie
waiter,garson
homeless,evsiz
proved,kanıtlandı
unfortunate,talihsiz
log,kayıt
meetings,toplantılar
giggles,kıkırdamalar
combat,dövüş
poem,şiir
polish,cila
handed,teslim edildi
mia,mia
weed,esrar
raymond,Raymond
tons,ton
satellite,uydu
jersey,Jersey
eagle,kartal
privacy,mahremiyet
chapter,bölüm
treating,tedavi etmek
wisdom,bilgelik
flip,çevir
entering,girme
barn,ahır
farmer,çiftçi
clan,klan
budget,bütçe
pub,birahane
temporary,geçici
effective,etkili
sonny,oğul
wendy,Wendy
juan,Juan
lamb,kuzu
plot,komplo
riley,Riley
proposal,teklif
sticks,sopa
searched,arandı
blessing,nimet
rage,öfkelenmek
bothered,rahatsız
sydney,Sidney
basis,temel
manners,töre
recover,iyileşmek
twist,büküm
neil,neil
leak,sızıntı
item,öğe
catholic,Katolik
sighing,iç çekiş
retired,emekli
kings,krallar
inner,iç
cents,sent
affect,etkilemek
forbidden,yasaklı
patch,yama
drops,damla
necessarily,mutlaka
provided,tedarik edilen
meters,metre
booked,rezerve edildi
returns,geri döner
gloria,gloria
fires,yangınlar
humor,mizah
torn,yırtık
e-mail,e-posta
rocky,kayalık
introduced,tanıtıldı
creative,yaratıcı
betray,ihanet etmek
soviet,Sovyet
various,çeşitli
added,eklendi
discovery,keşif
cowboy,kovboy
suspected,şüpheli
suggested,önerilen
delighted,memnun
sticking,yapışmak
dive,dalmak
shane,Shane
radar,radar
prosecutor,savcı
amber,kehribar
vast,büyüklük
quinn,Quinn
owned,sahip olunan
cookie,kurabiye
finest,en iyi
felix,Felix
pump,pompa
valentine,sevgililer günü
counter,tezgah
sorts,çeşitler
coin,madeni para
warren,Warren
slaves,köleler
marine,deniz
illness,hastalık
sack,çuval
bid,teklif etmek
require,gerekmek
moscow,Moskova
largest,en büyük
washing,yıkama
achieve,başarmak
causes,nedenleri
k,k
mo,ay
dope,uyarıcı vermek
nest,yuva
palm,palmiye
logan,logan
constant,devamlı
b.,B.
boo,boo
medication,ilaç tedavisi
gravity,yer çekimi
booze,içki
noah,Nuh
evan,evan
abroad,yurt dışı
christine,christine
rising,yükselen
analysis,analiz
cuts,kesikler
eats,yiyor
employee,çalışan
vodka,votka
damaged,hasarlı
solar,güneş
height,yükseklik
pops,patlar
yards,metre
terrified,dehşete düşmüş
suitcase,bavul
chemical,kimyasal
preparing,hazırlanıyor
advanced,gelişmiş
fund,fon
wears,giyer
chirping,cıvıl cıvıl
web,ağ
phase,faz
prom,balo
suggesting,önermek
fleet,filo
lame,sakatlamak
irish,İrlandalı
editor,editör
october,ekim
assumed,varsayılan
whip,kırbaç
mel,Mel
region,bölge
amongst,arasında
temper,öfke
discussion,tartışma
engines,motorlar
operate,işletmek
sunshine,güneş ışığı
acted,rol yaptı
undercover,gizli
horror,korku
tested,test edildi
smash,paramparça etmek
contrary,aksine
roses,güller
poker,poker
wrapped,sarılmış
korean,kore
graham,Graham
mi,mi
fu,fu
ivan,ivan
focused,odaklanmış
liam,Liam
tragic,trajik
carla,Carla
demons,şeytanlar
rounds,turlar
entertainment,eğlence
gathered,toplandı
uhh,ah
yells,bağırır
lincoln,Lincoln
crossing,geçiş
blanket,battaniye
nut,ceviz
travis,Travis
pockets,cepler
limited,sınırlı
paintings,resim sergisi
sober,ayık
caesar,Sezar
sis,kız kardeş
intended,amaçlanan
niece,yeğen
computers,bilgisayarlar
tennis,tenis
needle,iğne
chicks,civcivler
traditional,geleneksel
delicate,narin
independent,bağımsız
leslie,Leslie
lauren,lauren
grandson,torun
repair,tamirat
a.,A.
brandon,brandon
executive,yönetici
colin,Colin
recognized,tanınan
holmes,holmes
regarding,ilişkin
weakness,zayıflık
aliens,uzaylılar
gunshots,silah sesleri
european,Avrupa
method,yöntem
tool,alet
demands,talepler
permit,izin vermek
towel,havlu
daisy,papatya
nowadays,bu günlerde
spider,örümcek
northern,kuzey
rangers,Korucular
zoo,hayvanat bahçesi
praying,dua etmek
antonio,antonio
passengers,yolcular
con,dolandırıcılık
australia,Avustralya
technique,teknik
cellphone,cep telefonu
gently,yavaşça
operations,operasyonlar
planes,uçaklar
bunny,tavşan
gunfire,silah sesi
shining,parlayan
backwards,geriye doğru
skill,yetenek
uh-,ah-
baron,baron
kidnapping,adam kaçırma
iike,yani
marshal,mareşal
petty,küçük
sealed,mühürlü
massage,masaj
raising,yükseltme
menu,menü
diary,günlük
fucker,Pezevenk
wagon,vagon
audition,seçme
mitch,mit
mexican,Meksika
casino,kumarhane
bacon,Bacon
diego,Diego
dutch,Flemenkçe
promotion,terfi
click,tıklamak
forgiveness,bağışlama
burst,patlamak
permanent,kalıcı
interfere,müdahale etmek
chanting,ilahi söylemek
dammit,kahretsin
spencer,Spencer
recovered,kurtarıldı
registered,kayıtlı
sunny,güneşli
packing,paketleme
scenes,sahneler
superman,süpermen
questioning,sorgulama
unfair,haksız
admitted,kabul edildi
ancestors,atalar
polite,kibar
completed,tamamlanmış
swallow,yutmak
conduct,yönetmek
prayers,dualar
sheet,çarşaf
fried,kızarmış
avenue,cadde
poisoned,zehirlenmiş
reverse,tersi
newspapers,gazeteler
ford,geçit
complaining,şikayetçi
senses,duyular
investment,yatırım
absurd,saçma
potato,patates
understands,anlıyor
grows,büyür
inspired,esinlenilmiş
ruby,yakut
celebrating,kutluyor
tag,etiket
ram,Veri deposu
requires,gereklilikler
bonnie,güzel
bugs,böcekler
leonard,Leonard
elliot,elliot
hooked,bağımlı
jill,Jill
ranch,çiftlik
safer,daha emniyetli
worn,yıpranmış
crashing,çarpmak
lands,topraklar
heather,funda
ash,kül
leather,deri
grounds,zemin
assuming,varsaymak
nails,çivi
dana,dana
conspiracy,komplo
thanksgiving,şükran günü
pierre,Pierre
guardian,vasi
rumors,söylentiler
yen,yen
megan,megan
ashes,kül
terror,terör
misunderstanding,yanlış anlama
tire,yorulmak
boats,tekneler
parade,geçit töreni
halt,dur
immunity,bağışıklık
adults,Yetişkinler
steam,buhar
kang,kang
closely,yakından
pearl,inci
soccer,futbol
adrian,Adrian
priority,öncelik
shouts,bağırır
donald,donald
happier,daha mutlu
khan,han
struggling,mücadele etme
root,kök
larger,daha büyük
november,kasım
boot,bot
conflict,anlaşmazlık
laughed,güldü
debbie,debbie
cherry,kiraz
honking,korna çalmak
concerns,endişeler
celebration,kutlama
sore,yara
unconscious,bilinçsiz
cattle,sığır
breasts,göğüsler
fairly,adil bir şekilde
fee,ücret
recognise,tanımak
wade,yürümek
radiation,radyasyon
holidays,tatiller
raining,yağmur
forgetting,unutmak
lungs,akciğerler
register,kayıt olmak
shadows,gölgeler
specifically,özellikle
sarge,çavuş
ideal,ideal
turtle,kaplumbağa
spoil,şımartmak
deserved,hak edilmiş
ronnie,ronnie
gina,Gina
candidate,aday
lance,mızrak
types,türleri
bloke,herif
explode,patlamak
immediate,acil
belonged,ait
identified,tanımlanmış
di,di
hunger,açlık
closest,en yakın
combination,kombinasyon
nanny,dadı
seth,seth
gabriel,Cebrail
develop,geliştirmek
detectives,dedektifler
severe,haşin
en,tr
organized,organize edilmiş
franklin,Franklin
gut,bağırsak
splendid,görkemli
dismissed,görevden alındı
pm,öğleden sonra
yang,yang
halloween,cadılar bayramı
ellie,ellie
vulnerable,hassas
continued,devam etti
vital,hayati
comrades,yoldaşlar
bureau,büro
drawer,çekmece
harper,harper
retreat,geri çekilmek
carson,Carson
benny,Benny
pillow,yastık
troy,Truva
ace,as
cart,araba
nap,şekerleme
chan,chan
ham,jambon
announce,duyurmak
borrowed,ödünç alınmış
parked,park edilmiş
galaxy,gökada
voted,oy verildi
muffled,boğuk
sebastian,Sebastian
mmm-hmm,mmm-hmm
jewelry,takı
kisses,öpücükler
luggage,bagaj
groom,damat
oops,ah
lighter,çakmak
masters,ustalar
alliance,ittifak
buddies,arkadaşlar
clothing,giyim
denied,reddedildi
drown,boğulmak
alike,benzer
excellency,Ekselans
relative,akraba
photographs,fotoğraflar
burger,burger
dough,hamur
alicia,Alicia
wreck,enkaz
approve,onaylamak
produced,üretilmiş
christina,christina
physically,fiziksel olarak
stations,istasyonlar
eli,eli
samantha,Samantha
spiritual,manevi
sire,efendim
roaring,kükreyen
stab,bıçaklamak
inch,inç
servants,hizmetçiler
limits,sınırlar
unexpected,beklenmedik
arrival,varış
whimpering,sızlanma
basket,sepet
sheets,çarşaf
scandal,skandal
stink,pis koku
homer,homer
tara,tara
christopher,Christopher
toes,ayak parmakları
t-,T-
shield,kalkan
shooter,atıcı
instant,ani
objects,nesneler
rehearsal,tekrarlamak
disturbing,rahatsız edici
directed,yönlendirilmiş
scan,tarama
electronic,elektronik
republic,cumhuriyet
overnight,gecede
counsel,öğüt
sirens,sirenler
dorothy,Dorothy
bait,yem
dignity,itibar
explains,açıklıyor
lean,eğilmek
heroin,eroin
tracy,tracy
rex,rex
barney,barney
gossip,dedikodu
humble,mütevazı
economy,ekonomi
worlds,dünyalar
impress,etkilemek
clara,clara
tissue,doku
threaten,tehdit etmek
et,ve
bump,çarpmak
supreme,yüce
bingo,Bingo
mitchell,Mitchell
excitement,heyecanlanmak
mankind,insanlık
document,belge
broad,geniş
vietnam,Vietnam
vessel,gemi
lit,yaktı
dale,vadi
killers,katiller
connor,Connor
mario,Mario
foul,faul
stare,bakmak
deaths,ölümler
hut,kulübe
elements,elemanlar
coma,koma
laying,Döşeme
coffin,tabut
paula,paula
cocaine,kokain
puppy,köpek yavrusu
louder,daha yüksek sesle
handled,işlenmiş
announcement,duyuru
oath,yemin
mob,mafya
cotton,pamuk
deposit,mevduat
taxes,vergiler
injuries,yaralanmalar
jen,jen
autopsy,otopsi
advise,öğüt vermek
gig,konser
lecture,ders
posted,gönderildi
skinny,sıska
lo,işte
include,katmak
revealed,açıklığa kavuşmuş
infected,enfekte
relieved,rahatlamak
assistance,yardım
solo,solo
determine,belirlemek
terrorists,teröristler
elsewhere,başka yerde
lamp,lamba
practical,pratik
marked,işaretlenmiş
adorable,sevimli
rubber,lastik
purple,mor
operating,işletme
suite,süit
apologies,özür dilerim
personnel,personel
beam,kiriş
poet,şair
samples,örnekler
arrow,ok
counselor,danışman
carpet,halı
allen,Allen
audrey,Audrey
spotted,benekli
floating,yüzer
corrected,düzeltildi
located,bulunan
journalist,gazeteci
insisted,ısrar etti
operator,operatör
rely,güvenmek
singh,şarkı
fooled,kandırılmış
arrives,geldiğinde
i.d.,İD.
leon,leon
walt,vals
eastern,doğu
ay,evet
shave,tıraş olmak
remaining,geriye kalan
toss,atmak
anderson,anderson
lip,dudak
acid,asit
nora,nora
si,si
december,Aralık
anonymous,anonim
inn,han
planted,dikilmiş
oldest,en yaşlı
breast,göğüs
sixth,altıncı
error,hata
reporting,raporlama
egypt,Mısır
islands,adalar
brother-in-law,kayınbirader
jules,Jules
roommate,oda arkadaşı
sings,şarkı söylüyor
scum,pislik
visitor,ziyaretçi
giggling,kıkırdama
described,tarif edildi
geez,Tanrım
inches,inç
commitment,bağlılık
hercules,Herkül
react,tepki vermek
cows,inekler
protest,protesto
misery,sefalet
theft,hırsızlık
embrace,kucaklamak
darn,kahretsin
harsh,sert
andrea,andrea
communicate,iletişim
fathers,babalar
faithful,sadık
hector,hektor
uh-uh,ah-ah
flame,alev
medal,madalya
silk,ipek
photographer,fotoğrafçı
trevor,Trevor
cemetery,mezarlık
rear,arka
freddy,Freddy
banana,muz
allison,Allison
emotion,duygu
chap,adam
dated,tarihli
excuses,mazeretler
shitty,boktan
bin,çöp kutusu
jew,Yahudi
gum,sakız
crushed,ezilmiş
efforts,çabalar
content,içerik
corporal,onbaşı
realised,gerçekleştirilmiş
del,del
rap,rap
hopeless,umutsuz
debate,çekişme
era,dönem
luckily,şans eseri
ton,ton
liquid,sıvı
swell,şişmek
peggy,peggy
feast,bayram
murphy,murphy
attracted,çekici
application,başvuru
profession,meslek
bench,tezgah
vanessa,Vanessa
ahem,öhöm
symptoms,belirtiler
scout,izci
crashed,çöktü
keen,hevesli
aircraft,uçak
formed,oluşan
hon,tatlım
aggressive,agresif
pale,solgun
significant,önemli
duncan,Duncan
clubs,kulüpler
visual,görsel
embassy,elçilik
defence,savunma
cabinet,kabine
display,görüntülemek
fame,şöhret
gibbs,Gibbs
drowned,boğuldu
wolves,kurtlar
filming,filme almak
dunno,bilmiyorum
cursed,lanetli
twin,ikiz
sorrow,üzüntü
vault,kasa
defeated,mağlup
watson,Watson
quote,alıntı
penalty,penaltı
bargain,pazarlık
pepper,biber
speaker,hoparlör
compare,karşılaştırmak
satan,şeytan
helmet,kask
scar,yara izi
copies,kopyalar
fuss,yaygara
envelope,mektup
perry,Perry
stinks,kokuyor
african,Afrika
arrangements,düzenlemeler
wished,dilek
honored,onur
believing,inanmak
discussed,tartışıldı
assigned,atanmış
rosa,gül
oven,fırın
jenna,jenna
attacking,saldırıyor
tin,kalay
sonic,sonik
collar,yaka
mere,sadece
romeo,Romeo
belief,inanç
storage,depolamak
rusty,paslı
psycho,psikopat
climbing,tırmanma
melissa,melisa
fears,korkular
sum,toplam
dedicated,özel
ladder,merdiven
alternative,alternatif
raid,yağma
dining,yemek
ms,Bayan
corporate,kurumsal
folk,halk
jon,jon
replaced,değiştirildi
bailey,bailey
un,BM
heels,topuklu
duties,görevler
smarter,daha akıllı
existed,mevcut
surprising,şaşırtıcı
chess,satranç
requested,talep edildi
cruise,dolaşmak
primary,öncelik
rhythm,ritim
drum,davul
models,modeller
motorcycle,motosiklet
adopted,benimsendi
barrel,varil
cargo,kargo
planets,gezegenler
shove,kıpırdamak
wha,ne
surprises,sürprizler
rosie,gül
dings,dingler
trailer,römork
cannon,top
tables,tablolar
arse,eşek
ally,müttefik
lawrence,Lawrence
wee,çiş
tapes,bantlar
dull,sıkıcı
sandra,Sandra
teenage,genç
kent,kent
cooperate,işbirliği yapmak
risks,riskler
dug,kazmak
worthless,değersiz
arriving,varış
kindness,nezaket
ties,bağlar
items,öğeler
and-,Ve-
grip,kavramak
relations,ilişkiler
rumor,söylenti
skirt,etek
frog,kurbağa
paige,paige
lloyd,Lloyd
claimed,talep edildi
perfume,parfüm
instrumental,enstrümantal
flames,alevler
association,dernek
loses,kaybeder
january,Ocak
spike,başak
israel,İsrail
eleven,on bir
gallery,galeri
ginger,zencefil
activities,faaliyetler
iraq,Irak
boarding,yatılı
fist,yumruk
stuffed,doldurulmuş
improve,geliştirmek
creation,yaratılış
connie,connie
infection,enfeksiyon
strikes,grevler
wiped,silindi
tension,tansiyon
whistles,ıslık
kindly,nazikçe
certificate,sertifika
curtis,Curtis
bold,gözü pek
threats,tehditler
claudia,claudia
sid,Sid
twisted,bükülmüş
suspended,askıya alınmış
affected,etkilenen
envy,imrenmek
whale,balina
dial,aramak
cameron,Cameron
martial,dövüş
controlled,kontrollü
lung,akciğer
nigga,zenci
coal,kömür
upside,olumlu
imperial,imparatorluk
pam,pam
paranoid,paranoyak
signing,imzalamak
congress,kongre
villa,villa
candles,mumlar
filling,doldurma
becky,becky
comic,komik
faint,bayılmak
recovery,iyileşmek
volunteer,gönüllü
tech,teknoloji
bleed,kanama
positions,pozisyonlar
cindy,Cindy
narrow,dar
forbid,yasaklamak
stuart,stuart
perspective,perspektif
faced,yüzlü
neat,düzenli
pierce,delmek
observe,gözlemlemek
cycle,döngü
psychic,psişik
handling,elleçleme
goose,Kaz
accidentally,kazara
conclusion,çözüm
designer,tasarımcı
sits,oturur
importance,önem
spots,noktalar
francs,Frank
sweep,süpürmek
destroying,yok etmek
communist,komünist
blackmail,şantaj
pacific,Pasifik
risky,riskli
glorious,muhteşem
filed,dosyalanmış
hatred,nefret
cam,kam
deals,fırsatlar
pos,poz
fooling,kandırmak
persons,kişiler
scotch,viski
executed,uygulanmış
brakes,frenler
blank,boşluk
tender,sunmak
kurt,kurt
turner,tornacı
tub,küvet
sucker,enayi
slight,hafif
addition,ek
campus,kampüs
ritual,ritüel
prey,kurban
so-called,sözde
graduate,mezun olmak
anyways,neyse
ew,ew
fry,yağda kızartmak
genuine,eşsiz
ned,ned
judging,yargılamak
doubts,şüpheler
warden,gardiyan
ceiling,tavan
practicing,pratik yapmak
somewhat,biraz
established,kurulmuş
attempted,teşebbüs
zombie,zombi
generations,nesiller
yöu,Sen
gathering,toplama
warriors,savaşçılar
mick,Mick
electrical,elektrik
collins,Collins
sobs,hıçkırıklar
couples,çiftler
depend,bağlı olmak
institute,enstitü
miranda,Miranda
principle,prensip
fixing,sabitleme
therapist,terapist
compete,rekabet etmek
compliment,iltifat
worship,tapmak
residence,ikamet
democracy,demokrasi
joel,joel
published,yayınlandı
myth,efsane
helpless,çaresiz
screwing,vidalama
kennedy,Kennedy
execution,uygulamak
appetite,iştah
formal,resmi
strictly,kesinlikle
sucked,berbat
tanks,tanklar
chickens,tavuklar
gwen,Gwen
technical,teknik
stella,yıldız
rod,çubuk
meets,buluşuyor
shepherd,çoban
brazil,Brezilya
brutal,vahşi
alison,Alison
vain,boşuna
switched,değişti
chi,ki
deer,geyik
brooklyn,Brooklyn
dresses,elbiseler
retire,emekli olmak
overcome,üstesinden gelmek
inspiration,esin
cunt,am
benjamin,benjamin
nicky,Nicky
thrilled,heyecanlandım
tae,tae
suggestion,telkin
dummy,kukla
sailor,denizci
destination,varış noktası
bass,bas
picnic,piknik
assholes,pislikler
idol,idol
trucks,kamyonlar
rank,rütbe
denise,Denise
yu,sen
veronica,veronika
blocked,engellendi
strict,sıkı
hiya,selam
formula,formül
clerk,katip
samurai,samuray
disturbed,rahatsız
vera,vera
cafe,kafe
wandering,Gezinmek
consciousness,bilinç
val,val
nikki,Nikki
min,dk.
bare,çıplak
hans,hanlar
caleb,Caleb
butcher,Kasap
arrangement,ayarlama
chased,kovalandı
ministry,bakanlık
brandy,Brendi
sweater,kazak
boobs,göğüsler
locate,yerini bulmak
apologise,özür dilemek
nazi,Nazi
parole,şartlı tahliye
examine,incelemek
trains,trenler
candle,mum
prior,önceki
stream,aktarım
that-,O-
passage,geçit
reaching,ulaşmak
organ,organ
directions,yol tarifi
asses,eşek
outer,dış
proves,kanıtlıyor
morris,morris
luxury,lüks
pistol,tabanca
v,v
losers,kaybedenler
funds,fonlar
sunset,gün batımı
strings,dizeler
fortunately,neyse ki
gotcha,yakaladım
tomb,mezar
freddie,freddie
